2023-11-07 16:08:40.028 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:17:01.429 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:17:01.429 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:17:01.473 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:17:01.473 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 696 ms
2023-11-07 16:17:01.532 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 300eafc4-68ec-44ab-86ab-6784822a0484

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:17:01.591 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@39422cb1, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@42426271, org.springframework.security.web.context.SecurityContextPersistenceFilter@37011a31, org.springframework.security.web.header.HeaderWriterFilter@769eb385, org.springframework.security.web.csrf.CsrfFilter@fb78b8c, org.springframework.security.web.authentication.logout.LogoutFilter@29cc1734, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@5c074e99, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@2722a84d, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@4dde23e6, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@3469f24a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@11c8ff5f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@40b92fbf, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@16e38562, org.springframework.security.web.session.SessionManagementFilter@7ff0e130, org.springframework.security.web.access.ExceptionTranslationFilter@338f4132, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@204669a0]
2023-11-07 16:17:01.689 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:17:01.856 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:17:01.865 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:17:01.876 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:17:01.883 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.518 seconds (JVM running for 1.927)
2023-11-07 16:17:05.917 INFO  [http-nio-8085-exec-3] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:17:05.918 INFO  [http-nio-8085-exec-3] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:17:05.918 INFO  [http-nio-8085-exec-3] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-07 16:18:33.063 WARN  [http-nio-8085-exec-2] [o.s.s.c.bcrypt.BCryptPasswordEncoder] - Encoded password does not look like BCrypt
2023-11-07 16:19:17.851 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:19:17.856 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-011 with PID 23256 (C:\Users\db400tea\Desktop\1107\1107 오전 작업 이후 SMTP 작업 전\11071515\SpringBoot_Study\pro05\build\classes\java\main started by db400tea in C:\Users\db400tea\Desktop\1107\1107 오전 작업 이후 SMTP 작업 전\11071515\SpringBoot_Study\pro05)
2023-11-07 16:19:17.857 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:19:18.006 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:19:18.006 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:19:18.387 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:19:18.619 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:19:18.624 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:19:18.625 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:19:18.625 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:19:18.668 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:19:18.668 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 662 ms
2023-11-07 16:19:18.739 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 7ba61526-0338-4866-84a3-191fd303e8aa

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:19:18.799 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3c19ba80, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1c878c4f, org.springframework.security.web.context.SecurityContextPersistenceFilter@2efe93a6, org.springframework.security.web.header.HeaderWriterFilter@3dd323e0, org.springframework.security.web.csrf.CsrfFilter@7edf7d98, org.springframework.security.web.authentication.logout.LogoutFilter@2287d862, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@17978330, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@7b7beb2c, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@6d8543b0, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@208007d3, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6d065ac4, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5f5717f7, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@717bc6a9, org.springframework.security.web.session.SessionManagementFilter@6b6f2c50, org.springframework.security.web.access.ExceptionTranslationFilter@1227a4c4, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4b19d94d]
2023-11-07 16:19:18.897 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:19:19.057 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:19:19.066 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:19:19.077 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:19:19.084 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.444 seconds (JVM running for 1.894)
2023-11-07 16:19:27.906 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:19:27.906 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:19:27.906 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-07 16:20:05.544 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:20:05.548 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-011 with PID 7936 (C:\Users\db400tea\Desktop\1107\1107 오전 작업 이후 SMTP 작업 전\11071515\SpringBoot_Study\pro05\build\classes\java\main started by db400tea in C:\Users\db400tea\Desktop\1107\1107 오전 작업 이후 SMTP 작업 전\11071515\SpringBoot_Study\pro05)
2023-11-07 16:20:05.549 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:20:05.764 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:20:05.764 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:20:06.166 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:20:06.398 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:20:06.403 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:20:06.404 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:20:06.404 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:20:06.446 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:20:06.446 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 682 ms
2023-11-07 16:20:06.576 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:20:06.757 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 44eaeaef-cc38-4143-b815-8976129b2ec2

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:20:06.814 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6c590a1, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@656b5def, org.springframework.security.web.context.SecurityContextPersistenceFilter@5a3a527, org.springframework.security.web.header.HeaderWriterFilter@74df3b3, org.springframework.security.web.csrf.CsrfFilter@49a3d41a, org.springframework.security.web.authentication.logout.LogoutFilter@5da48a81, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@23f3cd65, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@4f68b60d, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@6794625d, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@2ac92086, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@73e4eaf8, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@39b6bff2, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@623a6162, org.springframework.security.web.session.SessionManagementFilter@76ece54b, org.springframework.security.web.access.ExceptionTranslationFilter@498a6fae, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@526058e2]
2023-11-07 16:20:06.837 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:20:06.847 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:20:06.858 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:20:06.864 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.51 seconds (JVM running for 1.9)
2023-11-07 16:20:13.308 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:20:13.308 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:20:13.309 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-07 16:25:56.396 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-011 with PID 1644 (C:\Users\db400tea\Desktop\1107\1107 오전 작업 이후 SMTP 작업 전\11071515\SpringBoot_Study\pro05\build\classes\java\main started by db400tea in C:\Users\db400tea\Desktop\1107\1107 오전 작업 이후 SMTP 작업 전\11071515\SpringBoot_Study\pro05)
2023-11-07 16:25:56.396 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:25:56.398 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:25:56.607 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:25:56.607 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:25:56.994 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:25:57.223 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:25:57.228 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:25:57.228 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:25:57.229 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:25:57.271 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:25:57.271 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 663 ms
2023-11-07 16:25:57.358 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 18520a90-286f-4b5e-8470-553504eac842

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:25:57.426 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5d19dd53, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@262bb22, org.springframework.security.web.context.SecurityContextPersistenceFilter@4e8a0ec4, org.springframework.security.web.header.HeaderWriterFilter@3f72911, org.springframework.security.web.csrf.CsrfFilter@7350181d, org.springframework.security.web.authentication.logout.LogoutFilter@9f42ca6, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@2dcd4551, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@1381c473, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@21e37ea6, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@53a1923a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@29c6a3fc, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@20b104fd, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2661e9b0, org.springframework.security.web.session.SessionManagementFilter@4a4e53bc, org.springframework.security.web.access.ExceptionTranslationFilter@4e40f756, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7e7d6122]
2023-11-07 16:25:57.520 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:25:57.679 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:25:57.688 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:25:57.701 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:25:57.708 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.548 seconds (JVM running for 1.962)
2023-11-07 16:26:05.237 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:26:05.237 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:26:05.238 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-07 16:31:50.879 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:31:50.879 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-011 with PID 10840 (C:\Users\db400tea\Desktop\1107\1107 오전 작업 이후 SMTP 작업 전\11071515\SpringBoot_Study\pro05\build\classes\java\main started by db400tea in C:\Users\db400tea\Desktop\1107\1107 오전 작업 이후 SMTP 작업 전\11071515\SpringBoot_Study\pro05)
2023-11-07 16:31:50.881 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:31:51.071 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:31:51.071 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:31:51.456 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:31:51.695 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:31:51.700 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:31:51.700 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:31:51.701 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:31:51.743 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:31:51.743 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 672 ms
2023-11-07 16:31:51.827 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 33c2acbc-c050-47fa-b4a5-741387e3a047

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:31:51.886 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@13af7664, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7b424b66, org.springframework.security.web.context.SecurityContextPersistenceFilter@2a253706, org.springframework.security.web.header.HeaderWriterFilter@70dc4ace, org.springframework.security.web.csrf.CsrfFilter@24c33215, org.springframework.security.web.authentication.logout.LogoutFilter@3eee1b74, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@331a5298, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@4e90d7dd, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@7f0baec1, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@395d1f91, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1b8bfdcc, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@e0346ba, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2bc5f8e3, org.springframework.security.web.session.SessionManagementFilter@1f5c4829, org.springframework.security.web.access.ExceptionTranslationFilter@37193d79, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@17bae0]
2023-11-07 16:31:51.972 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:31:52.130 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:31:52.139 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:31:52.149 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:31:52.156 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.516 seconds (JVM running for 1.927)
2023-11-07 16:32:01.576 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:32:01.577 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
